row_id,attacker_model,img1,img2,dataset,attack_type,source_csv,victim_model,attack_method,variant,similarity,source_column
0,ArcFace,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_1.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_2.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,clean,clean,0.203782856464386,Facenet512_clean
0,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_1.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_2.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,clean,clean,0.203782856464386,Facenet512_clean
0,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_1.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_2.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,clean,clean,0.203782856464386,Facenet512_clean
0,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_1.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_2.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,clean,clean,0.203782856464386,Facenet512_clean
0,ArcFace,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_1.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_2.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,BPA_CNN,vanilla,0.7181203365325928,Facenet512_BPA_CNN_adv
0,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_1.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_2.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,BPA_CNN,vanilla,0.2357551157474517,Facenet512_BPA_CNN_adv
0,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_1.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_2.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,BPA_CNN,vanilla,0.6861817240715027,Facenet512_BPA_CNN_adv
32,ArcFace,/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_105.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_11.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,clean,clean,0.0512039475142955,Facenet512_clean
32,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_105.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_11.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,clean,clean,0.0512039475142955,Facenet512_clean
32,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_105.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_11.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,clean,clean,0.0512039475142955,Facenet512_clean
32,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_105.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_11.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,clean,clean,0.0512039475142955,Facenet512_clean
32,ArcFace,/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_105.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_11.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,BPA_CNN,vanilla,0.5344220995903015,Facenet512_BPA_CNN_adv
32,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_105.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_11.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,BPA_CNN,vanilla,0.2225020229816436,Facenet512_BPA_CNN_adv
32,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_105.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_11.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,BPA_CNN,vanilla,0.4979760348796844,Facenet512_BPA_CNN_adv
48,ArcFace,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_14.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Venus Williams_9.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,clean,clean,-0.15889273583889,Facenet512_clean
48,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_14.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Venus Williams_9.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,clean,clean,-0.15889273583889,Facenet512_clean
48,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_14.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Venus Williams_9.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,clean,clean,-0.15889273583889,Facenet512_clean
48,VGG-Face,/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_14.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Venus Williams_9.jpg,lfw_pairs,impersonation_attack,eval,Facenet512,clean,clean,-0.15889273583889,Facenet512_clean
